seq_id	pfam_id	pfam_desc	supfam_id	supfam_desc
A0A8M2BE33	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M2BE58			SSF57938	DnaJ/Hsp40 cysteine-rich domain
A0A8M2BFK6	PF14893	PNMA	SSF57756	Retrovirus zinc finger-like domains
A0A8M2BFU3			SSF56204	Hect, E3 ligase catalytic domain
A0A8M2BFV7	PF14291	DUF4371	SSF53098	Ribonuclease H-like
A0A8M2BG15	PF00462	Glutaredoxin	SSF52833	Thioredoxin-like
A0A8M2BGE0	PF00797	Acetyltransf_2	SSF54001	Cysteine proteinases
A0A8M2BGI0	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M2BGN8				
A0A8M2BGU7			SSF88723	PIN domain-like
A0A8M2BGW5	PF15156	CLN6		
A0A8M2BH27			SSF81383	F-box domain
A0A8M2BHA0				
A0A8M2BHG1	PF09815	XK-related		
A0A8M2BHH4				
A0A8M2BHH6	PF14800	DUF4481		
A0A8M2BHZ2	PF12937	F-box-like	SSF52047	RNI-like
A0A8M2BI11	PF14291	DUF4371	SSF53098	Ribonuclease H-like
A0A8M2BI31	PF00010	HLH	SSF47459	HLH, helix-loop-helix DNA-binding domain
A0A8M2BIA0				
A0A8M2BIB3	PF00031	Cystatin	SSF54403	Cystatin/monellin
A0A8M2BII2	PF01161	PBP	SSF49777	PEBP-like
A0A8M2BIU9				
A0A8M2BJ99	PF15029	TMEM174		
A0A8M2BJC1			SSF50249	Nucleic acid-binding proteins
A0A8M2BJH5	PF18866	CxC7	SSF81383	F-box domain
A0A8M2BJK6	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M2BJT6				
A0A8M2BJV5	PF03798	TRAM_LAG1_CLN8		
A0A8M2BKB7	PF14707	Sulfatase_C	SSF53649	Alkaline phosphatase-like
A0A8M2BKC2	PF15265	FAM196		
A0A8M2BKR5	PF08030	NAD_binding_6	SSF63380	Riboflavin synthase domain-like
A0A8M2BKR6				
A0A8M2BKW5	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M2BKW7	PF00170	bZIP_1	SSF57959	Leucine zipper domain
A0A8M2BL35	PF08357	SEFIR		
A0A8M2BL45	PF01426	BAH		
A0A8M2BL50				
A0A8M2BL62	PF09379	FERM_N	SSF54236	Ubiquitin-like
A0A8M2BLD6	PF10482	CtIP_N		
A0A8M2BLG6	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
A0A8M2BLH0	PF00622	SPRY	SSF49899	Concanavalin A-like lectins/glucanases
A0A8M2BLS5				
A0A8M2BLT3	PF01926	MMR_HSR1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M2BLV1	PF20499	DUF6729		
A0A8M2BLY0				
A0A8M2BLZ1	PF00965	TIMP	SSF50242	TIMP-like
A0A8M3AH03	PF13553	FIIND	SSF47986	DEATH domain
A0A8M3AHT5	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M3AIM1	PF00010	HLH	SSF47459	HLH, helix-loop-helix DNA-binding domain
A0A8M3AIN3	PF13912	zf-C2H2_6	SSF46689	Homeodomain-like
A0A8M3AKJ6	PF04095	NAPRTase	SSF51690	Nicotinate/Quinolinate PRTase C-terminal domain-like
A0A8M3AKJ7				
A0A8M3AKS0			SSF49562	C2 domain (Calcium/lipid-binding domain, CaLB)
A0A8M3ALG9	PF18701	DUF5641	SSF53098	Ribonuclease H-like
A0A8M3AMS1				
A0A8M3AQ38	PF00019	TGF_beta	SSF57501	Cystine-knot cytokines
A0A8M3AQN5				
A0A8M3AQU1	PF13495	Phage_int_SAM_4	SSF47823	lambda integrase-like, N-terminal domain
A0A8M3ARI1	PF14291	DUF4371	SSF53098	Ribonuclease H-like
A0A8M3ARM1	PF20499	DUF6729		
A0A8M3ARV6	PF20499	DUF6729		
A0A8M3ARZ0	PF14776	UNC-79		
A0A8M3AS23			SSF57667	beta-beta-alpha zinc fingers
A0A8M3AS37				
A0A8M3ASB9	PF13402	Peptidase_M60	SSF52317	Class I glutamine amidotransferase-like
A0A8M3ASH1	PF17921	Integrase_H2C2	SSF53098	Ribonuclease H-like
A0A8M3ATA6				
A0A8M3ATB2	PF13359	DDE_Tnp_4		
A0A8M3ATT7	PF00735	Septin	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M3ATW4	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M3AU13			SSF56349	DNA breaking-rejoining enzymes
A0A8M3AUY2				
A0A8M3AV52	PF03096	Ndr	SSF53474	alpha/beta-Hydrolases
A0A8M3AVG2	PF07654	C1-set	SSF54452	MHC antigen-recognition domain
A0A8M3AVS0	PF04666	Glyco_transf_54		
A0A8M3AVT8				
A0A8M3AVV6	PF00400	WD40	SSF50978	WD40 repeat-like
A0A8M3AVX6	PF15014	CLN5		
A0A8M3AWY9	PF00170	bZIP_1	SSF57959	Leucine zipper domain
A0A8M3AX29				
A0A8M3AX48	PF06119	NIDO		
A0A8M3AXH3				
A0A8M3AXH4	PF11956	KCNQC3-Ank-G_bd	SSF81324	Voltage-gated potassium channels
A0A8M3AXQ1	PF07217	Het-C		
A0A8M3AXX2				
A0A8M3AY38	PF00782	DSPc	SSF52799	(Phosphotyrosine protein) phosphatases II
A0A8M3AYP5	PF16019	CSRNP_N		
A0A8M3AYQ5	PF06119	NIDO		
A0A8M3AZQ9	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M3B036				
A0A8M3B0Q8			SSF53098	Ribonuclease H-like
A0A8M3B1C6	PF16043	DUF4795		
A0A8M3B1X1				
A0A8M3B1X5	PF20499	DUF6729		
A0A8M3B207	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M3B272				
A0A8M3B2A3	PF13347	MFS_2	SSF103473	MFS general substrate transporter
A0A8M3B2E6	PF03547	Mem_trans	SSF46785	Winged helix' DNA-binding domain
A0A8M3B2F4	PF14291	DUF4371	SSF53098	Ribonuclease H-like
A0A8M3B2P2	PF13516	LRR_6	SSF52047	RNI-like
A0A8M3B3T6	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M3B4M7	PF20499	DUF6729		
A0A8M3B4T3	PF07716	bZIP_2	SSF57959	Leucine zipper domain
A0A8M3B4Y6	PF02383	Syja_N		
A0A8M3B5D2				
A0A8M3B7W6	PF17776	NLRC4_HD2	SSF52047	RNI-like
A0A8M3B840				
A0A8M3B847				
A0A8M3B980	PF20499	DUF6729		
A0A8M3BAQ8	PF00735	Septin	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M3BBK6	PF13855	LRR_8	SSF52058	L domain-like
A0A8M3BCW1				
A0A8M3BD81	PF14893	PNMA		
A0A8M3BE83	PF00018	SH3_1	SSF50044	SH3-domain
A0A8M3BES4				
A0A8M6YSF4				
A0A8M6YT66	PF13402	Peptidase_M60	SSF52317	Class I glutamine amidotransferase-like
A0A8M6YTA3	PF10367	Vps39_2		
A0A8M6YTJ6	PF00644	PARP	SSF56399	ADP-ribosylation
A0A8M6YTJ9	PF00388	PI-PLC-X	SSF51695	PLC-like phosphodiesterases
A0A8M6YTN7				
A0A8M6YU04				
A0A8M6YU24	PF05380	Peptidase_A17	SSF56672	DNA/RNA polymerases
A0A8M6YU30	PF18701	DUF5641	SSF53098	Ribonuclease H-like
A0A8M6YUT1				
A0A8M6YUW4	PF01755	Glyco_transf_25	SSF53448	Nucleotide-diphospho-sugar transferases
A0A8M6YV15	PF00651	BTB	SSF54695	POZ domain
A0A8M6YV26	PF16300	WD40_4	SSF50978	WD40 repeat-like
A0A8M6YV78	PF02230	Abhydrolase_2	SSF53474	alpha/beta-Hydrolases
A0A8M6YVA5	PF07782	DC_STAMP		
A0A8M6YVC0	PF00782	DSPc	SSF52799	(Phosphotyrosine protein) phosphatases II
A0A8M6YVF3	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M6YVQ0	PF09815	XK-related		
A0A8M6YVV8	PF03564	DUF1759		
A0A8M6YW70				
A0A8M6YW94	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M6YWK5				
A0A8M6YWL2	PF06119	NIDO		
A0A8M6YWX7	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M6YXF6	PF00856	SET	SSF82199	SET domain
A0A8M6YXG6				
A0A8M6YY43	PF20499	DUF6729		
A0A8M6YY55	PF17779	NOD2_WH	SSF52047	RNI-like
A0A8M6YY59				
A0A8M6YYH6	PF00856	SET	SSF82199	SET domain
A0A8M6YYL2	PF13495	Phage_int_SAM_4	SSF47823	lambda integrase-like, N-terminal domain
A0A8M6YYL7				
A0A8M6YYP1	PF20499	DUF6729		
A0A8M6YYS3				
A0A8M6YYS5	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
A0A8M6YZ10	PF07647	SAM_2	SSF47769	SAM/Pointed domain
A0A8M6YZ80	PF15400	TEX33		
A0A8M6YZP8	PF00856	SET	SSF82199	SET domain
A0A8M6Z018				
A0A8M6Z089	PF20499	DUF6729		
A0A8M6Z0J8				
A0A8M6Z0L5				
A0A8M6Z117	PF00505	HMG_box	SSF47095	HMG-box
A0A8M6Z143	PF14977	FAM194		
A0A8M6Z157			SSF56672	DNA/RNA polymerases
A0A8M6Z1B9	PF07782	DC_STAMP		
A0A8M6Z1E2	PF18701	DUF5641	SSF53098	Ribonuclease H-like
A0A8M6Z1F7				
A0A8M6Z1I7	PF09588	YqaJ	SSF52980	Restriction endonuclease-like
A0A8M6Z1M5				
A0A8M6Z1S7				
A0A8M6Z1V0	PF00443	UCH	SSF54001	Cysteine proteinases
A0A8M6Z1V6	PF00782	DSPc	SSF52799	(Phosphotyrosine protein) phosphatases II
A0A8M6Z201	PF09305	TACI-CRD2	SSF57586	TNF receptor-like
A0A8M6Z213				
A0A8M6Z224	PF10523	BEN		
A0A8M6Z232			SSF143503	PUG domain-like
A0A8M6Z272	PF02946	GTF2I	SSF46689	Homeodomain-like
A0A8M6Z280				
A0A8M6Z2A9			SSF57667	beta-beta-alpha zinc fingers
A0A8M6Z2H3	PF00341	PDGF	SSF57501	Cystine-knot cytokines
A0A8M6Z2Q8	PF13966	zf-RVT		
A0A8M6Z3H4	PF00567	TUDOR	SSF63748	Tudor/PWWP/MBT
A0A8M6Z3S0	PF06294	CH_2	SSF47576	Calponin-homology domain, CH-domain
A0A8M6Z3T7			SSF55931	Glutamine synthetase/guanido kinase
A0A8M6Z4G8	PF00007	Cys_knot	SSF57501	Cystine-knot cytokines
A0A8M6Z4I0	PF16300	WD40_4	SSF50978	WD40 repeat-like
A0A8M6Z4R1	PF00094	VWD	SSF57567	Serine protease inhibitors
A0A8M6Z4U0	PF05380	Peptidase_A17	SSF56672	DNA/RNA polymerases
A0A8M6Z4V4				
A0A8M6Z4V8	PF02014	Reeler		
A0A8M6Z522	PF00535	Glycos_transf_2	SSF53448	Nucleotide-diphospho-sugar transferases
A0A8M6Z5K5	PF06119	NIDO		
A0A8M6Z5L2				
A0A8M6Z5R3				
A0A8M6Z5Z5	PF20499	DUF6729		
A0A8M6Z6A4			SSF82199	SET domain
A0A8M6Z6I4	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M6Z6K3	PF00856	SET	SSF82199	SET domain
A0A8M6Z719	PF00412	LIM		
A0A8M6Z762	PF00018	SH3_1	SSF50044	SH3-domain
A0A8M6Z7N1	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M6Z7T5	PF14634	zf-RING_5		
A0A8M6Z7X3	PF12762	DDE_Tnp_IS1595		
A0A8M6Z839				
A0A8M6Z897				
A0A8M6Z916				
A0A8M6Z990				
A0A8M6Z9M5	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M9NYG3	PF07885	Ion_trans_2	SSF81324	Voltage-gated potassium channels
A0A8M9NYS3	PF00077	RVP	SSF50630	Acid proteases
A0A8M9NYW0	PF17779	NOD2_WH	SSF52047	RNI-like
A0A8M9NYX3	PF18744	SNAD1		
A0A8M9NYY0				
A0A8M9NYY7				
A0A8M9NZZ4				
A0A8M9NZZ6				
A0A8M9P0P3	PF14893	PNMA	SSF57756	Retrovirus zinc finger-like domains
A0A8M9P0S1	PF00170	bZIP_1	SSF57959	Leucine zipper domain
A0A8M9P0W0	PF00077	RVP	SSF56672	DNA/RNA polymerases
A0A8M9P152	PF00568	WH1	SSF50729	PH domain-like
A0A8M9P1E6				
A0A8M9P237	PF07690	MFS_1	SSF103473	MFS general substrate transporter
A0A8M9P2A8	PF02902	Peptidase_C48	SSF54001	Cysteine proteinases
A0A8M9P2S5	PF18758	KDZ		
A0A8M9P2T7				
A0A8M9P2Z5	PF13638	PIN_4	SSF88723	PIN domain-like
A0A8M9P3T3	PF00076	RRM_1	SSF54928	RNA-binding domain, RBD
A0A8M9P403				
A0A8M9P428	PF03564	DUF1759		
A0A8M9P439				
A0A8M9P550	PF01066	CDP-OH_P_transf		
A0A8M9P5Q6	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M9P604	PF00622	SPRY	SSF49899	Concanavalin A-like lectins/glucanases
A0A8M9P615				
A0A8M9P6H5	PF15112	DUF4559		
A0A8M9P714	PF00094	VWD	SSF57567	Serine protease inhibitors
A0A8M9P722				
A0A8M9P734	PF14291	DUF4371	SSF53098	Ribonuclease H-like
A0A8M9P753	PF17721	DUF5566		
A0A8M9P7A9	PF20499	DUF6729		
A0A8M9P7F1	PF17655	IRK_C	SSF81296	E set domains
A0A8M9P7F9	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9P7I2	PF13965	SID-1_RNA_chan		
A0A8M9P7Q0	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9P964				
A0A8M9P9M8	PF01055	Glyco_hydro_31	SSF51011	Glycosyl hydrolase domain
A0A8M9PA10				
A0A8M9PAB6	PF14893	PNMA	SSF57756	Retrovirus zinc finger-like domains
A0A8M9PAG2			SSF57756	Retrovirus zinc finger-like domains
A0A8M9PAG6	PF05699	Dimer_Tnp_hAT	SSF53098	Ribonuclease H-like
A0A8M9PAI7			SSF57756	Retrovirus zinc finger-like domains
A0A8M9PAN0				
A0A8M9PAQ9				
A0A8M9PB56				
A0A8M9PBC7	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M9PBE5	PF03564	DUF1759		
A0A8M9PBZ6				
A0A8M9PC40	PF07803	GSG-1		
A0A8M9PC74				
A0A8M9PCD4				
A0A8M9PCD7	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M9PDE0	PF14893	PNMA		
A0A8M9PDK3	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M9PDV2	PF13347	MFS_2	SSF103473	MFS general substrate transporter
A0A8M9PE63	PF00294	PfkB	SSF53613	Ribokinase-like
A0A8M9PEG7				
A0A8M9PEM6	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M9PEZ4	PF06189	5-nucleotidase		
A0A8M9PF20	PF00628	PHD	SSF57903	FYVE/PHD zinc finger
A0A8M9PFB8	PF14291	DUF4371	SSF53098	Ribonuclease H-like
A0A8M9PFC2			SSF57756	Retrovirus zinc finger-like domains
A0A8M9PGJ0			SSF57756	Retrovirus zinc finger-like domains
A0A8M9PGM7	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M9PH71	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M9PHI0	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9PHP2	PF05380	Peptidase_A17	SSF56672	DNA/RNA polymerases
A0A8M9PHQ5				
A0A8M9PHX2	PF07406	NICE-3		
A0A8M9PHY7				
A0A8M9PI06	PF13495	Phage_int_SAM_4	SSF47823	lambda integrase-like, N-terminal domain
A0A8M9PI10				
A0A8M9PI28				
A0A8M9PI35	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9PI39				
A0A8M9PI49				
A0A8M9PI53			SSF53098	Ribonuclease H-like
A0A8M9PI88			SSF56349	DNA breaking-rejoining enzymes
A0A8M9PI98	PF14214	Helitron_like_N		
A0A8M9PIA5	PF18717	CxC4		
A0A8M9PIC1	PF17780	OCRE	SSF49879	SMAD/FHA domain
A0A8M9PIF9			SSF56204	Hect, E3 ligase catalytic domain
A0A8M9PIG0	PF20499	DUF6729		
A0A8M9PIH3				
A0A8M9PII4				
A0A8M9PIJ9				
A0A8M9PIM3				
A0A8M9PIP1	PF20499	DUF6729		
A0A8M9PIT9				
A0A8M9PJ37	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M9PJH1			SSF56349	DNA breaking-rejoining enzymes
A0A8M9PJS5	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M9PK08	PF13855	LRR_8	SSF52058	L domain-like
A0A8M9PK11	PF03564	DUF1759		
A0A8M9PKI7	PF08241	Methyltransf_11	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
A0A8M9PKM2	PF00046	Homeodomain	SSF46689	Homeodomain-like
A0A8M9PKV9				
A0A8M9PKX9	PF03045	DAN		
A0A8M9PL38				
A0A8M9PLF5				
A0A8M9PLT0	PF00621	RhoGEF	SSF50729	PH domain-like
A0A8M9PLT5	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M9PLY3				
A0A8M9PLZ3	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M9PM30	PF00646	F-box	SSF81383	F-box domain
A0A8M9PM92			SSF53300	vWA-like
A0A8M9PMI0				
A0A8M9PML3	PF05544	Pro_racemase	SSF54506	Diaminopimelate epimerase-like
A0A8M9PMW5				
A0A8M9PN68			SSF53098	Ribonuclease H-like
A0A8M9PN99			SSF50249	Nucleic acid-binding proteins
A0A8M9PND6	PF00010	HLH	SSF47459	HLH, helix-loop-helix DNA-binding domain
A0A8M9PND8	PF00782	DSPc	SSF52799	(Phosphotyrosine protein) phosphatases II
A0A8M9PNG6	PF13927	Ig_3	SSF48726	Immunoglobulin
A0A8M9PNQ7	PF05380	Peptidase_A17		
A0A8M9PP01	PF14893	PNMA	SSF57756	Retrovirus zinc finger-like domains
A0A8M9PP15	PF00536	SAM_1	SSF47769	SAM/Pointed domain
A0A8M9PP55				
A0A8M9PP90				
A0A8M9PPD3	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9PPE2	PF00078	RVT_1	SSF53098	Ribonuclease H-like
A0A8M9PPE4	PF12796	Ank_2	SSF47986	DEATH domain
A0A8M9PPM6	PF07686	V-set	SSF48726	Immunoglobulin
A0A8M9PPQ7	PF00628	PHD	SSF57903	FYVE/PHD zinc finger
A0A8M9PPZ6	PF08646	Rep_fac-A_C	SSF50249	Nucleic acid-binding proteins
A0A8M9PQ19				
A0A8M9PQ65	PF13383	Methyltransf_22		
A0A8M9PQR4	PF13613	HTH_Tnp_4		
A0A8M9PR57	PF04095	NAPRTase	SSF51690	Nicotinate/Quinolinate PRTase C-terminal domain-like
A0A8M9PR91	PF13181	TPR_8	SSF48452	TPR-like
A0A8M9PRC1				
A0A8M9PRD3	PF05729	NACHT	SSF52047	RNI-like
A0A8M9PRG8	PF03564	DUF1759		
A0A8M9PRK7	PF08241	Methyltransf_11	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
A0A8M9PS29	PF17718	DUF5563		
A0A8M9PS90				
A0A8M9PS97			SSF53098	Ribonuclease H-like
A0A8M9PSD1			SSF56349	DNA breaking-rejoining enzymes
A0A8M9PSH9	PF10197	Cir_N		
A0A8M9PSU8			SSF57756	Retrovirus zinc finger-like domains
A0A8M9PSV3	PF00400	WD40	SSF50978	WD40 repeat-like
A0A8M9PSX2	PF02014	Reeler		
A0A8M9PT00			SSF81383	F-box domain
A0A8M9PT99	PF05380	Peptidase_A17	SSF56672	DNA/RNA polymerases
A0A8M9PTL4	PF00341	PDGF	SSF57501	Cystine-knot cytokines
A0A8M9PTW1	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M9PUP0	PF18758	KDZ		
A0A8M9PUP4	PF03096	Ndr	SSF53474	alpha/beta-Hydrolases
A0A8M9PUS2	PF00621	RhoGEF	SSF50729	PH domain-like
A0A8M9PUY8			SSF53649	Alkaline phosphatase-like
A0A8M9PV30			SSF47473	EF-hand
A0A8M9PV57				
A0A8M9PVA7				
A0A8M9PVD5				
A0A8M9PVE9	PF20499	DUF6729		
A0A8M9PVF3				
A0A8M9PVJ9	PF20499	DUF6729		
A0A8M9PVM1				
A0A8M9PVN6				
A0A8M9PVP5				
A0A8M9PVQ5	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9PVS4	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M9PVS6	PF20499	DUF6729		
A0A8M9PVW4			SSF57889	Cysteine-rich domain
A0A8M9PVX4				
A0A8M9PVY0				
A0A8M9PW21				
A0A8M9PW27				
A0A8M9PW44	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9PWB4	PF20499	DUF6729		
A0A8M9PWD9				
A0A8M9PWG5	PF06297	PET	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M9PX62	PF00797	Acetyltransf_2	SSF54001	Cysteine proteinases
A0A8M9PXA8	PF03109	ABC1	SSF56112	Protein kinase-like (PK-like)
A0A8M9PXP1	PF00735	Septin	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M9PXV4			SSF50249	Nucleic acid-binding proteins
A0A8M9PXY0	PF17921	Integrase_H2C2		
A0A8M9PXZ7	PF13923	zf-C3HC4_2	SSF57850	RING/U-box
A0A8M9PY12				
A0A8M9PY46				
A0A8M9PYA9	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M9PYC9			SSF57756	Retrovirus zinc finger-like domains
A0A8M9PYI7	PF18758	KDZ		
A0A8M9PYU8				
A0A8M9PYY8	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M9PZ07	PF20499	DUF6729		
A0A8M9PZ32	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M9PZ41	PF14952	zf-tcix		
A0A8M9PZ44	PF13347	MFS_2		
A0A8M9PZ56			SSF56349	DNA breaking-rejoining enzymes
A0A8M9PZA7	PF10506	MCC-bdg_PDZ	SSF47473	EF-hand
A0A8M9PZS6				
A0A8M9PZT2	PF17921	Integrase_H2C2	SSF53098	Ribonuclease H-like
A0A8M9PZT8	PF20499	DUF6729		
A0A8M9PZV1	PF12697	Abhydrolase_6	SSF53474	alpha/beta-Hydrolases
A0A8M9PZV9	PF08441	Integrin_alpha2	SSF69179	Integrin domains
A0A8M9PZW7				
A0A8M9PZX0	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M9PZX5	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M9PZY7	PF05670	NFACT-R_1		
A0A8M9PZZ7	PF06119	NIDO		
A0A8M9Q003	PF05380	Peptidase_A17	SSF56672	DNA/RNA polymerases
A0A8M9Q035			SSF56349	DNA breaking-rejoining enzymes
A0A8M9Q060	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M9Q086				
A0A8M9Q0E7	PF18717	CxC4		
A0A8M9Q0Q2	PF13359	DDE_Tnp_4		
A0A8M9Q0Q7	PF09588	YqaJ	SSF52980	Restriction endonuclease-like
A0A8M9Q0Y2				
A0A8M9Q113	PF00535	Glycos_transf_2	SSF53448	Nucleotide-diphospho-sugar transferases
A0A8M9Q128	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M9Q152	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M9Q1B2				
A0A8M9Q1B8	PF00076	RRM_1	SSF54928	RNA-binding domain, RBD
A0A8M9Q1G3				
A0A8M9Q1H3				
A0A8M9Q1J1				
A0A8M9Q1M3				
A0A8M9Q1N2	PF18717	CxC4		
A0A8M9Q1N6			SSF57850	RING/U-box
A0A8M9Q1Q8	PF20499	DUF6729		
A0A8M9Q1R2				
A0A8M9Q1V6	PF20499	DUF6729		
A0A8M9Q1W0			SSF56349	DNA breaking-rejoining enzymes
A0A8M9Q1W5	PF20499	DUF6729		
A0A8M9Q1Y6	PF00856	SET	SSF82199	SET domain
A0A8M9Q209				
A0A8M9Q213			SSF54001	Cysteine proteinases
A0A8M9Q285				
A0A8M9Q2A0	PF20499	DUF6729		
A0A8M9Q2A5				
A0A8M9Q2A9	PF18866	CxC7	SSF81383	F-box domain
A0A8M9Q2G0	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9Q2J8	PF13359	DDE_Tnp_4		
A0A8M9Q2L7			SSF56349	DNA breaking-rejoining enzymes
A0A8M9Q2M8	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9Q2Q8	PF08702	Fib_alpha	SSF58010	Fibrinogen coiled-coil and central regions
A0A8M9Q380	PF05210	Sprouty		
A0A8M9Q3I1				
A0A8M9Q3R0				
A0A8M9Q3R3	PF14893	PNMA	SSF57756	Retrovirus zinc finger-like domains
A0A8M9Q3T4	PF02023	SCAN	SSF57756	Retrovirus zinc finger-like domains
A0A8M9Q3U9	PF15257	DUF4590		
A0A8M9Q3X8	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M9Q453				
A0A8M9Q4E0	PF18758	KDZ		
A0A8M9Q557	PF00856	SET	SSF82199	SET domain
A0A8M9Q5H8				
A0A8M9Q5M3				
A0A8M9Q5M4				
A0A8M9Q5Y3	PF07593	UnbV_ASPIC	SSF69318	Integrin alpha N-terminal domain
A0A8M9Q5Z8	PF00856	SET	SSF82199	SET domain
A0A8M9Q624				
A0A8M9Q6K0	PF10523	BEN	SSF52266	SGNH hydrolase
A0A8M9Q6L1				
A0A8M9Q6L6				
A0A8M9Q6Q3	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9Q6T2	PF20209	DUF6570		
A0A8M9Q6W1				
A0A8M9Q6W2				
A0A8M9Q6W5				
A0A8M9Q6Y4	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M9Q6Z7			SSF56349	DNA breaking-rejoining enzymes
A0A8M9Q701				
A0A8M9Q711	PF00856	SET	SSF82199	SET domain
A0A8M9Q712			SSF51695	PLC-like phosphodiesterases
A0A8M9Q773				
A0A8M9Q783	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
A0A8M9Q7C2				
A0A8M9Q7D0	PF07690	MFS_1	SSF103473	MFS general substrate transporter
A0A8M9Q7F6	PF00856	SET	SSF82199	SET domain
A0A8M9Q7G0	PF18866	CxC7	SSF81383	F-box domain
A0A8M9Q7G9				
A0A8M9Q7K8	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M9Q846				
A0A8M9Q854	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M9Q8F1			SSF57850	RING/U-box
A0A8M9Q8L0				
A0A8M9Q8M4	PF06119	NIDO		
A0A8M9Q8Y2	PF02023	SCAN	SSF47353	Retrovirus capsid dimerization domain-like
A0A8M9Q910	PF05380	Peptidase_A17	SSF53098	Ribonuclease H-like
A0A8M9Q9A8	PF15055	DUF4536		
A0A8M9Q9F6	PF03782	AMOP		
